,Process variables,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,0.191349998,3599.399902,4555.100098,9.434000015,26.87000084,42.50999832,2719.300049,75.10099792,120.3499985,0.315210015,79.78299713,51.29899979,2649.5,25.1060009,52.1570015,3112,22.6989994,65.26300049,222.3800049,344.0400085,94.52799988,77.27100372,31.82600021,8.776100159,26.68700027,6.675000191,18.13599968,1.670099974,33.27700043,13.65999985,24.31100082,1.098899961,17.95800018,2.209100008,4.84679985,2.228800058,0.022204001,0.83653003,0.106480002,53.26100159,44.02600098,62.63999939,54.18899918,18.81900024,61.57600021,23.31900024,37.25,41.92300034,51.52500153,44.86999893,40.09400177,18.6609993
535,0.191860005,3577.300049,4524,9.378399849,26.86700058,42.29299927,2719.300049,75.27899933,120.4100037,0.316720009,79.75,48.7820015,2648.899902,24.375,50.61100006,3113,23.23399925,65.25,221.4700012,344.3299866,94.70500183,77.33799744,31.82600021,8.776100159,26.68700027,6.675000191,18.13599968,1.670099974,33.27700043,13.65999985,24.31100082,1.098899961,17.95800018,2.209100008,4.84679985,2.228800058,0.025402,0.815479994,0.095622003,54.00099945,44.91600037,63.02000046,54.56200027,18.7689991,60.25799942,23.41500092,37.06600189,34.51499939,47.94900131,45.12400055,41.64500046,17.38800049
536,0.270799994,3730.899902,4552.5,9.387299538,27.0529995,42.44900131,2720.600098,75.46700287,120.3899994,0.321429998,79.7480011,49.72299957,2650.5,24.80500031,51.52600098,3117.5,22.39599991,65.21499634,221.5800018,343.4400024,94.51999664,77.30699921,32.73300171,8.821800232,27.01099968,6.799499989,18.85700035,1.628900051,33.52199936,13.6789999,24.60499954,1.176699996,17.84199905,2.246200085,4.79489994,2.306099892,0.025402,0.815479994,0.095622003,54.00099945,44.91600037,63.74000168,55.01399994,26.77400017,60.57400131,23.02099991,37.45500183,37.28499985,50.06600189,45.09799957,40.92399979,19.38199997
537,0.270319998,3719.899902,4557,9.292099953,26.4829998,42.43500137,2721.399902,74.80000305,120.4100037,0.321709991,79.67199707,50.625,2650.800049,23.2329998,49.6269989,3116.300049,24.22200012,65.21199799,221.1300049,343.6499939,94.36199951,77.15899658,32.73300171,8.821800232,27.01099968,6.799499989,18.85700035,1.628900051,33.52199936,13.6789999,24.60499954,1.176699996,17.84199905,2.246200085,4.79489994,2.306099892,0.025402,0.815479994,0.095622003,54.00099945,44.91600037,63.93000031,54.95999908,26.82099915,61.79199982,22.70199966,37.41999817,39.93999863,45.66999817,45.1230011,41.58200073,15.06900024
538,0.183630005,3711.800049,4492.5,9.437000275,26.70599937,42.32699966,2717.199951,75.51000214,120.3799973,0.321759999,79.58399963,50.04899979,2647.5,25.0890007,48.70299911,3111.600098,23.34199905,65.1780014,222.6000061,343.730011,94.44200134,76.91400146,32.39500046,8.895999908,26.84600067,6.911399841,18.49500084,1.656800032,32.94100189,13.70100021,24.78199959,1.318300009,18.3579998,2.236500025,4.742300034,2.306799889,0.025402,0.815479994,0.095622003,54.00099945,44.91600037,63.11399841,54.00999832,17.89299965,59.40599823,23.13899994,37.68899918,38.24399948,43.53300095,44.97800064,41.19900131,17.18899918
539,0.183019996,3671.399902,4490.700195,9.373000145,27.31699944,42.14099884,2715.100098,75.27100372,120.3899994,0.320899993,79.5530014,51.22000122,2644.699951,26.00699997,49.70700073,3109.300049,23.05200005,65.14700317,222.7700043,343.7399902,94.54599762,76.81900024,32.39500046,8.895999908,26.84600067,6.911399841,18.49500084,1.656800032,32.94100189,13.70100021,24.78199959,1.318300009,18.3579998,2.236500025,4.742300034,2.306799889,0.025402,0.815479994,0.095622003,54.00099945,44.91600037,63.81000137,54.03099823,17.95299911,62.64799881,23.24600029,37.79399872,41.68999863,45.85499954,44.95100021,41.39799881,17.90099907
540,0.210449994,3696.5,4516.799805,9.363599777,27.22500038,42.12099838,2715.300049,75.4469986,120.3899994,0.316850007,79.63500214,49.88700104,2643.800049,26.52199936,49.70399857,3109.800049,23.37899971,65.13200378,221.9199982,343.1400146,94.55999756,77.34500122,32.11899948,8.668600082,26.68300056,6.958099842,18.55200005,1.662799954,33.04800034,13.79300022,24.51099968,1.066699982,18.11899948,2.249300003,4.788300037,2.305399895,0.018728999,0.839569986,0.087282002,53.97499847,43.61299896,62.41999817,54.62400055,20.92499924,62.73799896,23.07500076,38.67200089,37.76800156,45.84899902,44.45899963,40.68999863,17.09499931
541,0.212500006,3653.5,4518.100098,9.38560009,26.93000031,42.9640007,2716,75.56500244,120.4000015,0.322670013,79.75,51.09000015,2645,25.44199944,49.65599823,3110.100098,22.14299965,65.1230011,218.8099976,342.9299927,94.69499969,77.1969986,32.11899948,8.668600082,26.68300056,6.958099842,18.55200005,1.662799954,33.04800034,13.79300022,24.51099968,1.066699982,18.11899948,2.249300003,4.788300037,2.305399895,0.018728999,0.839569986,0.087282002,53.97499847,43.61299896,63.15999985,54.60800171,20.72299957,63.23699951,22.68400002,37.96300125,41.30699921,45.73699951,44.48099899,41.28099823,20.04199982
542,0.239409998,3646.800049,4544.700195,9.303899765,26.9829998,42.57300186,2714.899902,74.87000275,120.3799973,0.332540005,79.64299774,49.63700104,2643.899902,26.82099915,48.93799973,3109.100098,23.36199951,65.11199951,218.5800018,342.5299988,94.64399719,76.98799896,32.02799988,9.027799606,26.87599945,7.008399963,18.53300095,1.657699943,33.50400162,13.73200035,24.40200043,1.542600036,18.33399963,2.242300034,4.704699993,2.246299982,0.018728999,0.839569986,0.087282002,53.97499847,43.61299896,62.81700134,54.19400024,23.18799973,59.54000092,22.72699928,39.11199951,37.03300095,44.07699966,44.25,41.08300018,17.18099976
543,0.237760007,3650.399902,4505.600098,9.271400452,26.72100067,42.27600098,2715.100098,75.13200378,120.3700027,0.330650002,79.78299713,49.76900101,2643.300049,25.35199928,50.34700012,3111.300049,23.24900055,65.09500122,218.3999939,342.0400085,94.65599823,77.48899841,32.02799988,9.027799606,26.87599945,7.008399963,18.53300095,1.657699943,33.50400162,13.73200035,24.40200043,1.542600036,18.33399963,2.242300034,4.704699993,2.246299982,0.018728999,0.839569986,0.087282002,53.97499847,43.61299896,62.75500107,54.66199875,23.34900093,61.95600128,22.36199951,39.3429985,37.41899872,47.33599854,44.01300049,40.79600143,17.40999985
544,0.247439995,3623.399902,4569.100098,9.345999718,26.86199951,41.875,2718,75.25800323,120.4000015,0.324510008,80.01799774,50.66899872,2648.199951,25.72299957,49.59500122,3112.800049,22.54500008,65.14299774,216.6600037,342.4100037,94.70500183,77.4960022,31.90200043,8.608799934,26.43300056,6.845099926,18.3560009,1.631399989,32.22499847,13.72299957,24.5170002,1.290699959,18.10899925,2.252799988,4.802700043,2.289299965,0.018728999,0.839569986,0.087282002,53.97499847,43.61299896,62.68299866,53.98699951,24.35400009,59.34400177,22.94599915,38.36999893,40.06999969,45.59700012,43.91199875,41.05899811,19.06699944
545,0.247500002,3617.300049,4531.600098,9.348999977,26.85400009,42.11100006,2718.899902,75.1989975,120.4199982,0.32062,80.01799774,49.95899963,2647.600098,25.30400085,49.93299866,3114,22.88100052,65.16100311,218.6399994,342.1199951,94.67700195,77.36699677,31.90200043,8.608799934,26.43300056,6.845099926,18.3560009,1.631399989,32.22499847,13.72299957,24.5170002,1.290699959,18.10899925,2.252799988,4.802700043,2.289299965,0.029103,0.848360002,0.089525998,53.61899948,43.89300156,62.7879982,54.43500137,24.34700012,60.57600021,22.80599976,38.84500122,37.97900009,46.37799835,44.07899857,41.65100098,18.26600075
546,0.26324001,3664.800049,4543.399902,9.260800362,27.0890007,42.3409996,2718,76.04199982,120.3899994,0.32179001,79.89700317,49.88199997,2647.899902,25.16399956,49.99900055,3114.800049,22.67399979,65.18900299,215.8999939,342,94.51499939,77.05599976,32.00999832,8.961000443,26.21699905,6.954699993,18.58300018,1.659399986,32.70500183,13.77900028,24.68700027,1.102499962,18.24500084,2.245199919,4.806600094,2.238399982,0.029103,0.848360002,0.089525998,53.61899948,43.89300156,63.36100006,54.78300095,25.66900063,59.67900085,22.62299919,38.30699921,37.7519989,46.53099823,44.32799911,41.68299866,18.78199959
547,0.262210011,3665.300049,4542.700195,9.27670002,27.12199974,41.88000107,2717.100098,74.77500153,120.4199982,0.320969999,79.72799683,50.93799973,2646.899902,23.99799919,50.13600159,3113.5,22.73200035,65.12999725,217.5200043,342.1499939,94.5530014,76.88200378,32.00999832,8.961000443,26.21699905,6.954699993,18.58300018,1.659399986,32.70500183,13.77900028,24.68700027,1.102499962,18.24500084,2.245199919,4.806600094,2.238399982,0.029103,0.848360002,0.089525998,53.61899948,43.89300156,63.35300064,54.79199982,25.77099991,60.19599915,22.96699905,38.40800095,40.86100006,46.84899902,44.19300079,40.96099854,18.67499924
548,0.253250003,3644.899902,4517.100098,9.305500031,26.86800003,42.22499847,2718.100098,74.79100037,120.4100037,0.328200012,79.83100128,50.68600082,2647.300049,24.50699997,50.52999878,3112.800049,23.50699997,65.11199951,217.3699951,342.3699951,94.64199829,77.4280014,32.10800171,8.983599663,26.62000084,6.779099941,18.46899986,1.642799973,32.67900085,13.56599998,24.52300072,1.389500022,17.81900024,2.243000031,4.79820013,2.277100086,0.029103,0.848360002,0.089525998,53.61899948,43.89300156,62.72399902,54.59199905,25.05800056,60.35499954,22.72100067,38.93899918,40.11700058,47.75999832,44.21500015,41.26699829,16.79299927
549,0.254839987,3658.5,4535.799805,9.194999695,26.76000023,42.20299911,2717.600098,75.83100128,120.4000015,0.329970002,80.02700043,50.43299866,2646.699951,24.95999908,49.99000168,3114,22.34700012,65.15000153,218.8399963,341.8500061,94.69200134,77.43199921,32.10800171,8.983599663,26.62000084,6.779099941,18.46899986,1.642799973,32.67900085,13.56599998,24.52300072,1.389500022,17.81900024,2.243000031,4.79820013,2.277100086,0.029103,0.848360002,0.089525998,53.61899948,43.89300156,62.49100113,54.36800003,24.90200043,60.75400162,22.7159996,38.72299957,39.3730011,46.51100159,44.0890007,40.49900055,19.5340004
550,0.245000005,3710.899902,4542.399902,9.245499611,26.53000069,42.21300125,2715.600098,75.79599762,120.4199982,0.305420011,79.82900238,50.15100098,2644.899902,24.8220005,49.32400131,3112.199951,22.03499985,65.1760025,218.4900055,342.0499878,94.55200195,76.73600006,31.94199944,8.967399597,26.54599953,6.825200081,18.30699921,1.687399983,33.15100098,13.9659996,24.65299988,1.308599949,18.67700005,2.295200109,4.693799973,2.170700073,0.0092487,0.845600009,0.099781998,53.34999847,43.68199921,63.14300156,54.61100006,24.27700043,61.00099945,22.31399918,35.77700043,38.54399872,44.97000122,44.36500168,41.9070015,20.33099937
551,0.244120002,3675,4552.299805,9.194899559,27.18499947,42.70299911,2712.199951,74.8030014,120.4000015,0.301530004,79.62799835,49.62200165,2641.199951,25.40500069,50.20000076,3110.199951,22.84000015,65.1210022,219.2899933,341.4700012,94.59400177,76.75099945,31.94199944,8.967399597,26.54599953,6.825200081,18.30699921,1.687399983,33.15100098,13.9659996,24.65299988,1.308599949,18.67700005,2.295200109,4.693799973,2.170700073,0.0092487,0.845600009,0.099781998,53.34999847,43.68199921,63.76100159,54.49300003,24.36300087,61.70800018,22.38299942,36.25099945,36.98899841,46.99700165,44.4070015,40.77999878,18.44099998
552,0.266070008,3672.600098,4572.799805,9.272299767,26.92200089,42.1590004,2710,75.40799713,120.3700027,0.347409993,79.51899719,48.75699997,2638.5,25.28800011,49.05599976,3107.399902,22.6590004,65.08499908,218.3500061,341.3500061,94.78700256,76.83899689,31.71800041,8.870900154,26.85000038,6.96269989,19.15299988,1.661399961,32.69900131,13.52799988,24.32099915,1.138200045,18.84499931,2.266499996,4.884900093,2.34649992,0.0092487,0.845600009,0.099781998,53.34999847,43.68199921,63.47399902,54.71099854,25.69499969,60.92499924,22.45400047,41.2840004,34.44200134,44.34799957,44.60699844,40.98400116,18.89299965
553,0.26354,3682.300049,4588.700195,9.277099609,27.21999931,42.74599838,2709.600098,75.20999908,120.4300003,0.346060008,79.62999725,48.75500107,2638,24.22599983,51.2120018,3106.5,22.55900002,65.07299805,218.5500031,341.2600098,94.54299927,76.83399963,31.71800041,8.870900154,26.85000038,6.96269989,19.15299988,1.661399961,32.69900131,13.52799988,24.32099915,1.138200045,18.84499931,2.266499996,4.884900093,2.34649992,0.0092487,0.845600009,0.099781998,53.34999847,43.68199921,63.30699921,54.52000046,25.94300079,59.11700058,22.41300011,41.44800186,34.43600082,49.34000015,44.70199966,41.82500076,19.14500046
554,0.288690001,3634.100098,4488.600098,9.398300171,26.9109993,42.3769989,2711.300049,75.68800354,120.3799973,0.296229988,79.91100311,51.38100052,2640.300049,24.66399956,51.3390007,3106.800049,22.21899986,65.10099792,221.7599945,341.2900085,94.69400024,77.18499756,32.10200119,8.72480011,26.6590004,6.746900082,18.93899918,1.652400017,32.5320015,13.77600002,24.1989994,1.27670002,18.49699974,2.298899889,4.868400097,2.190399885,0.0092487,0.845600009,0.099781998,53.34999847,43.68199921,62.91899872,53.65200043,28.4659996,58.95399857,22.73600006,35.70100021,42.16500092,49.63399887,44.52899933,40.13299942,19.92499924
555,0.287200004,3617.300049,4481.100098,9.334300041,27.19199944,42.42499924,2709.899902,76.31400299,120.4100037,0.296240002,79.86499786,47.83300018,2638.800049,25.14999962,49.56499863,3107.100098,22.72800064,65.15399933,221.7100067,340.9100037,94.69599915,77.26599884,32.10200119,8.72480011,26.6590004,6.746900082,18.93899918,1.652400017,32.5320015,13.77600002,24.1989994,1.27670002,18.49699974,2.298899889,4.868400097,2.190399885,0.0089622,0.836660028,0.10165,54.14300156,44.95399857,63.20899963,53.74200058,28.61199951,56.94900131,22.63199997,35.69900131,31.72299957,45.52799988,44.59199905,41.42900085,18.71199989
556,0.255419999,3700.699951,4547.100098,9.332300186,26.9109993,42.31800079,2710.100098,75.80899811,120.4100037,0.323080003,80.01200104,50.18099976,2639.399902,24.16900063,49.38299942,3106.300049,22.23399925,65.21099854,221.1199951,340.8999939,94.5530014,77.37000275,32.1609993,8.923299789,26.49300003,7.110000134,19.07900047,1.6602,32.45100021,13.54300022,24.20999908,1.261899948,18.07500076,2.231100082,4.683700085,2.27579999,0.0089622,0.836660028,0.10165,54.14300156,44.95399857,63.69200134,53.42900085,24.99300003,61.64699936,22.54100037,38.80699921,38.63399887,45.10499954,44.72999954,41.36000061,19.87400055
557,0.253340006,3714.600098,4508.299805,9.300100327,26.8939991,42.57799911,2706.300049,75.23899841,120.4000015,0.325709999,79.84799957,51.11700058,2635.399902,24.64900017,50.17599869,3104.800049,23.36899948,65.22499847,222.3600006,340.6000061,94.63200378,76.78199768,32.1609993,8.923299789,26.49300003,7.110000134,19.07900047,1.6602,32.45100021,13.54300022,24.20999908,1.261899948,18.07500076,2.231100082,4.683700085,2.27579999,0.0089622,0.836660028,0.10165,54.14300156,44.95399857,63.45199966,53.89400101,25.19799995,60.76699829,22.02799988,38.48500061,41.38600159,46.93999863,44.70500183,41.27799988,17.23500061
558,0.248830006,3608.600098,4463.299805,9.246199608,27.04700089,41.61700058,2706.5,75.63400269,120.3799973,0.294070005,79.86199951,49.4129982,2634.399902,25.31999969,51.27099991,3102.199951,23.67000008,65.22299957,221.2299957,340.7900085,94.71900177,76.85199738,32.08000183,8.897800446,26.61199951,6.932499886,18.61199951,1.656000018,32.9090004,13.84000015,24.48600006,1.091599941,17.87199974,2.313499928,4.833399773,2.285200119,0.0089622,0.836660028,0.10165,54.14300156,44.95399857,62.04700089,54.04899979,24.62999916,60.48799896,22.42700005,35.85599899,36.37200165,49.47499847,44.89099884,40.72299957,16.51799965
559,0.247879997,3602.800049,4478.200195,9.190999985,26.63800049,42.34899902,2707.300049,75.96900177,120.3799973,0.299380004,80.06099701,50.09899902,2636.600098,23.89800072,51.39199829,3102.199951,23.70100021,65.26799774,220.2200012,340.5899963,94.86599731,77.2519989,32.08000183,8.897800446,26.61199951,6.932499886,18.61199951,1.656000018,32.9090004,13.84000015,24.48600006,1.091599941,17.87199974,2.313499928,4.833399773,2.285200119,0.0089622,0.836660028,0.10165,54.14300156,44.95399857,62.14799881,53.87099838,24.72299957,59.57400131,22.34600067,35.20800018,38.39099884,49.75500107,45.06399918,40.21500015,16.41399956
560,0.256379992,3653.100098,4539.899902,9.347700119,26.71899986,42.19400024,2705.899902,76.30999756,120.3899994,0.330480009,79.97499847,49.37799835,2634.800049,24.54999924,49.45899963,3102.600098,23.50200081,65.32900238,219.7299957,340.1499939,94.7460022,76.84799957,32.22000122,8.955200195,26.90800095,6.926099777,18.79999924,1.66869998,32.83300018,13.77999973,23.97500038,1.283900023,18.8939991,2.225899935,4.81430006,2.290800095,0.0035423,0.858749986,0.090865999,54.0530014,43.95399857,62.70700073,54.26699829,25.56999969,60.75600052,22.18600082,39.18000031,36.27099991,45.2820015,44.97000122,40.44300079,16.91699982
561,0.256190002,3631,4526.700195,9.298000336,26.94499969,42.54000092,2705.800049,75.2440033,120.3899994,0.330929995,79.9240036,50.39699936,2634.100098,26.29000092,50.21699905,3101.899902,23.26000023,65.27700043,220.3800049,340.1099854,94.88300323,77.01899719,32.22000122,8.955200195,26.90800095,6.926099777,18.79999924,1.66869998,32.83300018,13.77999973,23.97500038,1.283900023,18.8939991,2.225899935,4.81430006,2.290800095,0.0035423,0.858749986,0.090865999,54.0530014,43.95399857,63.08800125,54.42499924,25.5890007,60.59199905,22.25499916,39.12599945,39.26699829,47.03699875,44.90000153,40.40499878,17.48600006
562,0.246580005,3619.399902,4492.700195,9.258899689,26.70199966,42.00299835,2704.199951,76.34200287,120.4100037,0.323280007,79.92099762,51.37200165,2632.899902,26.05999947,50.50099945,3102.399902,23.25499916,65.29399872,219.9900055,340.3599854,94.70700073,76.81300354,31.94199944,8.80300045,26.62599945,6.712999821,18.70400047,1.689900041,33.04000092,13.88899994,23.94400024,1.389899969,18.5739994,2.313899994,4.741799831,2.291599989,0.0035423,0.858749986,0.090865999,54.0530014,43.95399857,63.29800034,54.38499832,23.94599915,59.85699844,21.96500015,38.42100143,42.13899994,47.69300079,44.92200089,41.22000122,17.52000046
563,0.246600002,3639.600098,4492,9.39070034,26.55900002,42.11899948,2703.5,75.27500153,120.4000015,0.321339995,79.92500305,50.05400085,2632.600098,23.88999939,48.96900177,3100.600098,23.26499939,65.3030014,220.8099976,340.0700073,94.89199829,77.26000214,31.94199944,8.80300045,26.62599945,6.712999821,18.70400047,1.689900041,33.04000092,13.88899994,23.94400024,1.389899969,18.5739994,2.313899994,4.741799831,2.291599989,0.0035423,0.858749986,0.090865999,54.0530014,43.95399857,62.95000076,54.39300156,23.94499969,60.47900009,21.88299942,38.65800095,38.25999832,44.14799881,44.8370018,40.42300034,17.47200012
564,0.272760004,3712.399902,4515.700195,9.251600266,27.45800018,42.49499893,2704.199951,75.7440033,120.4300003,0.336430013,80.12999725,49.36899948,2632.199951,25.42099953,50.17100143,3102.399902,22.24900055,65.31800079,220.8200073,339.6799927,94.52799988,77.40599823,31.9109993,8.95059967,26.04700089,6.920300007,18.99399948,1.628399968,32.625,14.01299953,23.95499992,1.261500001,17.91500092,2.282900095,4.786699772,2.265799999,0.0035423,0.858749986,0.090865999,54.0530014,43.95399857,63.62599945,54.34799957,26.88100052,59.34400177,22.36199951,39.77000046,36.24399948,46.92900085,44.82400131,41.04399872,19.86599922
565,0.272760004,3705,4515.600098,9.205200195,26.75699997,42.12400055,2703.600098,74.6269989,120.4100037,0.334479988,80.21399689,50.6780014,2632.100098,24.95700073,50.24499893,3102.899902,22.70499992,65.3809967,221.9100037,339.5400085,94.63300323,77.18099976,31.9109993,8.95059967,26.04700089,6.920300007,18.99399948,1.628399968,32.625,14.01299953,23.95499992,1.261500001,17.91500092,2.282900095,4.786699772,2.265799999,0.0085309,0.845319986,0.10633,53.57600021,43.81100082,63.75400162,54.34999847,26.88100052,60.63199997,21.72599983,40.00699997,40.09500122,47.10100174,45.29800034,41.11600113,18.78499985
566,0.277319998,3655.300049,4500.799805,9.220499992,26.90699959,41.80799866,2700.5,75.30699921,120.4000015,0.348080009,80.1969986,49.16899872,2628.399902,26.49900055,48.70399857,3100.199951,23.04100037,65.43599701,222.9299927,338.9400024,94.61100006,77.18900299,32.01300049,8.873700142,26.50799942,6.84800005,18.89999962,1.690500021,32.77600098,13.95300007,23.96299934,1.216199994,18.09399986,2.223999977,4.79640007,2.266900063,0.0085309,0.845319986,0.10633,53.57600021,43.81100082,62.85200119,53.79999924,27.56200027,63.52299881,21.54000092,41.85900116,35.65499878,43.53499985,45.44200134,40.80799866,17.98699951
567,0.280310005,3673.699951,4502.299805,9.283499718,26.76799965,42.45399857,2699.800049,74.58100128,120.4000015,0.348129988,80.22799683,50.22000122,2628,26.125,50.90299988,3098.300049,22.26499939,65.48999786,221.8099976,339.2000122,94.66000366,77.24299622,32.01300049,8.873700142,26.50799942,6.84800005,18.89999962,1.690500021,32.77600098,13.95300007,23.96299934,1.216199994,18.09399986,2.223999977,4.79640007,2.266900063,0.0085309,0.845319986,0.10633,53.57600021,43.81100082,62.5359993,53.78300095,27.2689991,60.90000153,21.56699944,41.85400009,38.7480011,48.62400055,45.77700043,40.56499863,19.81900024
568,0.270889997,3659.699951,4511.399902,9.175499916,26.92499924,41.94400024,2698.899902,75.05599976,120.3600006,0.34066999,80.25900269,50.3030014,2626.699951,26.30200005,47.54899979,3097.600098,22.98600006,65.52999878,222.3099976,339.0799866,94.7009964,77.05899811,32.06399918,8.832300186,26.81599998,6.931499958,18.99300003,1.666000009,32.68999863,13.77000046,24.125,1.216300011,19.14800072,2.263099909,4.807300091,2.341399908,0.0085309,0.845319986,0.10633,53.57600021,43.81100082,63.4090004,53.8769989,26.7159996,61.29700089,21.64999962,41.38399887,38.99200058,40.86199951,45.9640007,41.16400146,18.11400032
569,0.272760004,3674.5,4501.299805,9.217200279,27.03700066,42.0320015,2697.800049,75.27700043,120.4000015,0.343019992,80.17900085,49.52000046,2624.600098,25.375,50.57500076,3096,22.11700058,65.5510025,222.0599976,338.9299927,94.65499878,77.12400055,32.06399918,8.832300186,26.81599998,6.931499958,18.99300003,1.666000009,32.68999863,13.77000046,24.125,1.216300011,19.14800072,2.263099909,4.807300091,2.341399908,0.0085309,0.845319986,0.10633,53.57600021,43.81100082,63.15399933,53.99900055,26.53199959,60.48600006,21.46899986,41.09700012,36.68700027,47.86399841,46.21900177,40.83100128,20.17900085
570,0.267699987,3637.699951,4481.200195,9.310400009,26.9659996,42.20000076,2694.399902,76.21800232,120.3600006,0.320140004,80.09200287,50.85300064,2623.199951,23.86899948,49.27000046,3094.399902,22.74500084,65.54399872,224.6699982,339.0400085,94.73799896,76.9960022,32.44200134,8.83769989,26.29000092,6.752099991,18.95700073,1.689200044,32.34600067,13.84599972,23.62599945,1.358100057,19.41799927,2.289299965,4.861199856,2.323499918,0.026737001,0.861310005,0.083849996,53.75699997,43.73799896,63.04700089,53.98300171,26.36499977,61.2840004,21.46699905,39.05500031,40.60900116,44.84500122,45.90399933,40.44200134,18.71299934
571,0.269639999,3648.399902,4458.299805,9.311599731,27.01499939,42.06299973,2695.199951,75.73799896,120.4199982,0.322079986,80.06300354,49.3769989,2622.699951,23.10000038,50.30199814,3093.100098,22.67700005,65.51100159,223.0399933,339.3099976,94.78199768,77.3809967,32.44200134,8.83769989,26.29000092,6.752099991,18.95700073,1.689200044,32.34600067,13.84599972,23.62599945,1.358100057,19.41799927,2.289299965,4.861199856,2.323499918,0.026737001,0.861310005,0.083849996,53.75699997,43.73799896,62.86399841,54.25699997,26.17399979,61.88600159,21.60099983,38.81800079,36.26499939,47.23400116,46.14899826,41.93199921,18.86300087
572,0.229990005,3718.600098,4471.5,9.278900146,26.78499985,42.06600189,2695.699951,74.00099945,120.3799973,0.328289986,80.31199646,50.42699814,2624.399902,25.41399956,50.67499924,3094,22.74399948,65.54000092,225.0800018,338.7900085,94.74500275,77.33499908,32.23500061,8.911800385,25.90699959,6.981400013,18.51799965,1.699900031,32.47999954,13.92599964,23.37199974,1.470100045,18.69000053,2.256400108,4.935200214,2.309000015,0.026737001,0.861310005,0.083849996,53.75699997,43.73799896,63.26699829,54.15200043,22.74200058,60.14699936,21.60499954,40.06299973,39.35800171,48.09700012,46.06299973,40.37799835,18.69400024
573,0.229640007,3707.5,4543.299805,9.262599945,26.95299911,42.36800003,2693.399902,75.13200378,120.4199982,0.328750014,80.26200104,49.45100021,2621.399902,24.88599968,50.36299896,3093.600098,22.92700005,65.58599854,224.2700043,338.2200012,94.56900024,77.31500244,32.23500061,8.911800385,25.90699959,6.981400013,18.51799965,1.699900031,32.47999954,13.92599964,23.37199974,1.470100045,18.69000053,2.256400108,4.935200214,2.309000015,0.026737001,0.861310005,0.083849996,53.75699997,43.73799896,63.45700073,53.29199982,22.77599907,59.85599899,21.30900002,40.00699997,36.48600006,47.37400055,46.22900009,40.78099823,18.26099968
574,0.250519991,3622,4578,9.331000328,26.81599998,42.08200073,2693.800049,74.60900116,120.4000015,0.342330009,80.37799835,51.59899902,2621,24.37100029,50.88000107,3094,22.46899986,65.58100128,225.1100006,337.7799988,94.65499878,77.26699829,32.25299835,9.023099899,26.36100006,6.896699905,18.82500076,1.701599956,33.2140007,13.90699959,23.9640007,1.604500055,19.06800079,2.274300098,4.851699829,2.22149992,0.026737001,0.861310005,0.083849996,53.75699997,43.73799896,62.93199921,53.96300125,24.35300064,59.81600189,21.14900017,40.57699966,42.80500031,48.57099915,46.2480011,40.42200089,19.34300041
575,0.248860002,3618.600098,4563.600098,9.176300049,26.63899994,42.24900055,2694.199951,75.29299927,120.4199982,0.342110008,80.48000336,50.0320015,2622.600098,27.65500069,50.04399872,3094.800049,23.1420002,65.67199707,225.6900024,337.8999939,94.78199768,77.51699829,32.25299835,9.023099899,26.36100006,6.896699905,18.82500076,1.701599956,33.2140007,13.90699959,23.9640007,1.604500055,19.06800079,2.274300098,4.851699829,2.22149992,0.020001,0.863479972,0.096275002,54.36500168,43.43799973,62.99100113,54.13499832,24.51600075,61.31600189,21.24900055,40.60400009,38.19400024,46.63600159,46.72499847,41.30500031,17.71899986
576,0.248170003,3645.899902,4533.600098,9.091099739,26.97100067,42.17100143,2694.100098,74.88400269,120.4100037,0.33803001,80.65699768,49.8730011,2623,23.61599922,48.70600128,3095.899902,22.29100037,65.77999878,227.3699951,337.5499878,94.63300323,77.47799683,31.45599937,8.83769989,25.88100052,6.988200188,19.3239994,1.626700044,32.39099884,13.97999954,23.33600044,1.239400029,18.88800049,2.270499945,4.800499916,2.369600058,0.020001,0.863479972,0.096275002,54.36500168,43.43799973,63.20999908,53.75799942,24.12700081,62.09700012,21.25799942,40.72700119,37.72499847,43.5379982,46.85300064,40.75899887,19.71800041
577,0.246820003,3656.899902,4534.299805,9.303899765,27.0359993,41.99900055,2691.300049,74.58000183,120.3799973,0.339780003,80.29299927,49.9090004,2618.699951,24.24300003,49.41899872,3094.199951,23.02799988,65.79799652,227.75,337.1799927,94.80500031,77.1210022,31.45599937,8.83769989,25.88100052,6.988200188,19.3239994,1.626700044,32.39099884,13.97999954,23.33600044,1.239400029,18.88800049,2.270499945,4.800499916,2.369600058,0.020001,0.863479972,0.096275002,54.36500168,43.43799973,63.02000046,53.75,24.25900078,60.79800034,20.97200012,40.51300049,37.83100128,45.18999863,47.09600067,40.83800125,18.01300049
